emp_id,Satisfaction_With_Work,Daily_Motivation,Role_Alignment,Recognition,Growth_Opportunities,Feedback_Quality,Career_Goals_Alignment,Coworker_Respect,Collaborative_Environment,Sense_of_Belonging,Manager_Support,Leadership_Trust,Transparent_Communication,Work_Life_Balance,Wellbeing,Workload_Fairness,12_Month_Commitment,Job_Search_Thoughts,Retention_If_Offered_Elsewhere,Overall_Satisfaction,Final_Verdict
2025_875,3,4,5,3,4,5,2,2,1,2,4,2,3,3,3,2,2,1,5,1,3
2025_876,4,3,2,5,5,2,1,5,1,2,1,3,2,2,5,5,5,3,3,4,3
2025_877,2,5,2,1,3,4,1,2,3,5,1,3,2,2,1,1,1,4,5,3,3
2025_878,2,2,5,1,1,2,5,2,1,3,1,3,4,5,4,1,5,1,5,5,3
2025_879,1,1,5,5,1,1,2,2,2,4,5,3,4,5,3,2,3,1,1,5,3
2025_880,4,2,5,2,1,4,4,1,3,4,3,2,4,1,3,2,2,4,4,5,3
2025_881,5,4,5,1,1,5,4,1,2,4,3,3,4,5,1,1,4,2,5,2,3
2025_882,4,4,2,3,4,5,2,3,2,3,3,5,4,3,4,5,4,1,3,5,3
2025_883,2,5,3,5,2,1,3,3,5,4,4,2,1,1,5,5,4,1,1,1,3
2025_884,2,2,5,4,3,4,2,2,5,3,1,3,3,3,5,2,1,3,1,3,3
2025_885,2,1,4,2,1,3,3,2,2,3,1,4,5,2,3,1,2,1,2,3,2
2025_886,1,3,1,2,5,5,4,4,3,1,4,2,5,1,5,1,4,4,3,1,3
2025_887,2,4,3,4,5,4,1,3,1,2,2,4,3,3,3,3,4,1,4,1,3
2025_888,5,5,1,4,2,4,2,4,3,3,5,5,1,2,3,4,1,4,3,3,3
2025_889,3,3,4,1,3,5,1,5,4,3,1,3,3,1,3,3,2,2,1,1,3
2025_890,3,5,1,3,5,2,1,3,2,4,2,3,5,4,4,4,1,3,4,2,3
2025_891,5,3,2,1,4,2,3,2,1,5,4,3,4,4,4,2,2,5,1,3,3
2025_892,2,4,1,3,3,3,3,5,3,1,2,1,4,5,5,4,1,1,4,3,3
2025_893,3,2,1,1,4,4,3,1,1,5,2,2,3,1,5,1,4,3,2,1,2
2025_894,3,2,1,5,3,1,2,2,5,3,3,1,2,2,5,5,3,2,1,4,3
2025_895,1,5,1,2,3,4,3,4,4,2,2,5,5,4,5,2,5,4,3,1,3
2025_896,5,2,3,2,5,4,1,1,3,1,4,2,4,3,3,1,4,2,4,2,3
2025_897,2,4,5,4,2,3,3,1,3,5,2,4,4,5,3,2,3,1,3,1,3
2025_898,4,2,1,3,3,4,5,5,3,5,2,5,2,3,3,3,4,5,1,1,3
2025_899,3,5,2,1,3,1,1,1,3,3,4,4,4,1,5,3,4,5,4,4,3
2025_900,5,4,1,1,1,2,4,2,3,5,3,2,1,4,4,1,4,5,5,5,3
2025_901,3,1,5,2,5,3,2,1,1,5,2,2,5,5,4,4,5,3,4,5,3
2025_902,2,4,3,1,2,3,3,3,2,3,1,4,2,3,5,4,2,5,5,3,3
2025_903,2,3,1,5,1,3,4,5,4,2,5,1,4,2,5,2,1,5,2,3,3
2025_904,5,5,5,5,3,1,3,3,2,4,4,2,3,2,5,2,2,5,4,5,4
2025_905,1,2,2,4,3,5,3,1,5,1,1,1,5,5,4,2,3,3,1,5,3
2025_906,5,1,2,3,4,2,5,1,3,1,5,1,3,1,3,1,1,3,1,2,2
2025_907,4,2,4,2,4,1,3,3,5,4,5,5,4,3,4,1,5,5,4,5,4
2025_908,3,5,4,3,3,5,4,5,1,1,3,5,1,2,1,5,5,1,5,5,3
2025_909,2,3,5,4,3,3,4,1,2,5,1,4,2,2,2,4,1,5,2,2,3
2025_910,1,2,2,4,3,1,1,1,4,4,5,4,1,5,3,2,2,5,3,2,3
2025_911,5,4,1,3,2,1,5,2,1,4,3,5,2,4,3,3,4,2,3,5,3
2025_912,1,5,3,1,4,1,1,1,3,2,3,2,4,4,4,4,4,5,3,2,3
2025_913,4,5,5,5,3,4,5,5,4,3,5,2,1,1,1,3,5,1,1,4,3
2025_914,5,5,4,5,2,3,4,1,5,2,2,3,2,5,5,2,5,5,1,4,4
2025_915,5,5,3,4,4,4,2,1,1,3,4,4,5,2,2,3,1,4,3,2,3
2025_916,2,2,4,4,4,5,1,2,2,5,2,2,4,4,1,2,3,2,2,1,3
2025_917,3,2,3,4,4,3,2,3,3,4,3,5,5,4,2,2,4,2,1,5,3
2025_918,1,1,1,4,1,3,2,4,3,3,5,5,3,5,2,2,5,1,3,2,3
2025_919,5,5,2,2,1,5,5,4,1,2,2,3,2,5,2,5,5,1,2,1,3
2025_920,5,2,2,1,1,5,5,2,2,4,4,3,5,3,3,1,1,4,3,4,3
2025_921,5,2,1,5,5,1,1,3,4,5,3,3,5,5,2,4,5,1,2,4,3
2025_922,1,1,4,2,1,3,4,4,5,2,3,3,5,1,1,3,2,1,4,5,3
2025_923,2,1,3,5,1,3,1,5,4,4,3,4,5,3,1,2,1,5,3,1,3
2025_924,3,4,2,5,1,2,5,5,4,3,3,2,4,5,4,4,2,3,4,4,3
2025_925,4,1,4,4,5,1,4,4,2,2,1,5,1,1,2,2,5,4,5,4,3
2025_926,3,2,3,3,2,3,1,4,5,2,1,5,5,5,3,3,3,3,1,3,3
2025_927,2,5,1,3,5,1,5,1,4,1,3,5,5,5,2,2,3,4,2,1,3
2025_928,3,4,1,5,2,1,4,3,1,3,5,4,4,2,4,1,1,1,5,4,3
2025_929,4,1,2,2,4,4,3,4,1,5,4,4,1,3,4,2,2,2,5,5,3
2025_930,4,4,4,5,4,1,3,2,2,1,4,5,4,4,2,2,5,2,4,1,3
2025_931,5,1,4,5,1,5,4,5,4,5,5,2,4,3,5,1,2,2,5,3,4
2025_932,2,4,5,5,3,4,4,3,1,4,1,1,5,5,2,5,4,4,1,4,3
2025_933,5,5,5,3,4,2,4,4,3,4,1,5,5,3,5,1,3,2,5,4,4
2025_934,1,1,5,2,4,2,2,5,4,5,5,1,5,3,4,1,4,1,3,5,3
2025_935,1,1,1,3,4,3,1,1,5,3,3,2,4,2,2,4,5,5,4,4,3
2025_936,3,3,3,3,1,1,5,1,1,3,3,4,3,4,4,1,3,1,3,1,3
2025_937,1,1,5,1,2,2,2,4,1,2,4,2,3,5,1,5,5,3,3,3,3
2025_938,4,2,1,3,1,1,1,3,3,2,3,3,1,2,5,3,3,5,1,2,2
2025_939,1,4,3,4,3,4,5,3,3,4,2,4,3,3,2,1,2,1,3,5,3
2025_940,5,4,2,2,5,1,2,1,1,1,1,4,4,5,4,2,4,2,2,1,3
2025_941,5,1,1,4,4,2,4,4,3,2,2,3,2,5,5,3,4,5,3,5,3
2025_942,1,3,2,5,2,3,5,2,4,4,1,3,2,1,3,4,2,5,4,5,3
2025_943,5,2,2,5,1,5,5,2,3,4,2,1,4,2,2,3,1,1,2,3,3
2025_944,2,5,5,3,2,3,2,2,5,4,1,1,3,1,5,4,2,2,5,1,3
2025_945,2,1,5,2,3,4,1,1,1,1,5,5,5,5,2,5,2,3,5,3,3
2025_946,5,3,4,3,2,1,3,1,4,4,2,2,3,5,4,1,5,4,3,4,3
2025_947,2,1,1,2,5,2,1,3,5,4,3,5,1,1,3,5,4,4,2,3,3
2025_948,5,3,4,5,1,1,5,3,3,1,1,4,5,3,4,3,1,5,2,5,3
2025_949,2,4,2,2,4,5,4,1,1,2,4,4,4,5,3,3,3,5,4,3,3
2025_950,4,2,3,2,5,1,5,5,5,3,2,3,1,5,4,1,2,1,3,4,3
2025_951,3,5,5,1,5,5,2,2,3,3,2,1,2,3,4,5,4,4,5,2,3
2025_952,1,4,1,3,4,3,2,4,3,3,2,1,1,4,2,4,1,2,5,2,3
2025_953,2,5,3,3,3,1,2,5,1,5,1,1,1,5,4,1,3,2,4,4,3
2025_954,5,4,5,5,3,1,4,1,1,1,5,1,4,5,4,5,2,2,2,2,3
2025_955,5,1,3,3,2,1,4,1,4,3,1,1,3,1,4,1,4,2,1,4,2
2025_956,3,2,1,4,1,4,1,2,2,1,1,5,1,1,2,1,3,1,5,4,2
2025_957,2,3,4,3,2,5,2,3,3,2,1,2,5,2,4,1,4,2,1,4,3
2025_958,4,1,1,3,1,2,5,3,1,5,3,2,5,1,1,2,3,5,2,3,3
2025_959,4,4,3,1,1,4,1,1,3,3,1,3,5,4,5,5,1,1,5,5,3
2025_960,2,2,4,5,3,2,1,5,3,3,3,1,2,3,2,4,1,2,2,3,3
2025_961,3,1,2,5,3,3,4,1,2,2,2,3,1,2,5,4,4,2,3,4,3
2025_962,4,4,4,2,1,1,3,5,1,5,1,1,3,4,3,1,4,4,4,5,3
2025_963,1,2,3,5,3,2,4,2,3,2,1,2,1,2,1,1,2,5,4,4,2
2025_964,4,1,4,1,5,2,2,1,1,5,4,5,2,2,4,2,1,2,3,4,3
2025_965,4,4,3,5,1,4,2,1,2,1,1,2,2,1,4,2,3,3,1,5,3
2025_966,1,1,4,4,5,5,5,5,5,1,1,3,3,2,1,5,2,4,1,3,3
2025_967,1,1,1,1,4,3,1,4,2,1,4,5,2,3,1,1,4,3,5,2,2
2025_968,3,1,4,5,4,2,3,4,4,1,4,5,3,2,4,5,2,5,4,4,3
2025_969,3,1,5,1,1,2,2,5,1,3,1,2,1,4,4,3,5,1,4,5,3
2025_970,4,5,5,4,2,5,1,4,2,4,3,1,3,5,5,3,3,5,2,1,3
2025_971,4,3,1,4,4,3,2,2,1,1,5,2,1,5,4,1,5,2,4,1,3
2025_972,2,4,3,2,3,1,5,1,2,3,3,4,1,1,2,3,2,2,3,2,2
2025_973,3,2,5,2,2,5,1,3,4,5,1,2,1,5,2,1,4,3,3,5,3
2025_974,2,2,3,1,2,4,4,2,2,3,5,3,5,4,5,3,2,5,3,4,3
2025_975,5,4,4,1,5,3,5,5,4,4,4,4,3,2,1,4,4,1,4,2,3
2025_976,5,1,3,1,2,3,5,4,1,3,1,5,1,3,2,3,1,5,4,4,3
2025_977,5,1,5,1,3,2,1,4,4,2,1,2,3,2,3,4,3,1,1,1,2
2025_978,1,5,3,1,2,2,5,3,3,3,5,3,3,1,3,1,1,3,2,4,3
2025_979,2,3,3,2,3,1,5,3,3,2,1,2,2,3,1,3,3,3,3,5,3
2025_980,4,1,5,4,4,4,5,1,2,4,2,2,3,2,3,1,1,3,1,4,3
2025_981,1,3,4,2,2,2,3,2,1,2,5,5,2,2,5,2,4,5,3,5,3
2025_982,1,4,3,2,1,1,4,3,1,3,3,1,3,4,1,4,4,3,3,1,2
2025_983,2,1,4,3,4,5,5,4,2,2,1,1,1,3,2,4,5,2,2,2,3
2025_984,1,3,4,1,3,2,3,1,2,1,4,2,3,1,5,3,3,2,3,1,2
2025_985,5,4,5,1,2,1,3,2,4,4,1,3,4,5,2,5,4,4,1,1,3
2025_986,2,1,3,2,3,1,2,4,5,4,3,4,4,5,5,4,5,4,2,4,3
2025_987,1,5,5,3,3,1,5,5,3,3,4,5,5,4,5,1,3,3,3,2,3
2025_988,1,1,4,2,5,1,2,2,1,4,2,3,2,5,1,5,4,3,1,2,3
2025_989,3,2,4,1,4,4,4,4,2,5,2,3,4,3,2,4,2,4,2,1,3
2025_990,5,5,4,1,3,1,4,1,3,4,5,1,5,5,2,3,1,5,5,3,3
2025_991,5,5,5,5,2,2,4,1,3,4,2,2,2,4,2,4,2,5,5,1,3
2025_992,2,1,4,1,2,4,4,5,4,4,1,4,3,5,5,4,1,5,5,3,3
2025_993,4,5,5,5,5,1,2,3,1,3,5,3,4,4,2,2,3,1,1,5,3
2025_994,1,2,1,5,4,1,1,2,3,4,3,5,5,3,2,2,2,4,5,5,3
2025_995,5,4,5,3,1,4,1,3,2,2,2,4,2,4,4,1,2,5,2,2,3
2025_996,2,5,5,4,5,4,1,4,2,3,3,2,4,2,5,4,2,5,5,4,4
2025_997,1,1,5,1,5,1,5,5,5,5,3,1,5,2,4,2,2,3,1,3,3
2025_998,1,5,3,4,1,3,4,2,5,5,2,3,2,4,1,3,1,2,5,1,3
2025_999,1,5,1,1,5,5,2,2,1,3,2,2,3,3,5,2,4,4,1,2,3
2026_1,4,2,2,4,2,3,1,5,4,5,1,3,3,3,3,4,4,2,2,1,3
