Satisfaction_With_Work,Daily_Motivation,Role_Alignment,Recognition,Growth_Opportunities,Feedback_Quality,Career_Goals_Alignment,Coworker_Respect,Collaborative_Environment,Sense_of_Belonging,Manager_Support,Leadership_Trust,Transparent_Communication,Work_Life_Balance,Wellbeing,Workload_Fairness,12_Month_Commitment,Job_Search_Thoughts,Retention_If_Offered_Elsewhere,Overall_Satisfaction,Final_Verdict
5,3,2,1,4,2,3,2,1,5,4,3,4,4,4,2,2,5,1,3,Not Decided
2,4,1,3,3,3,3,5,3,1,2,1,4,5,5,4,1,1,4,3,Not Decided
3,2,1,1,4,4,3,1,1,5,2,2,3,1,5,1,4,3,2,1,Likely to leave
3,2,1,5,3,1,2,2,5,3,3,1,2,2,5,5,3,2,1,4,Not Decided
1,5,1,2,3,4,3,4,4,2,2,5,5,4,5,2,5,4,3,1,Not Decided
5,2,3,2,5,4,1,1,3,1,4,2,4,3,3,1,4,2,4,2,Not Decided
2,4,5,4,2,3,3,1,3,5,2,4,4,5,3,2,3,1,3,1,Not Decided
4,2,1,3,3,4,5,5,3,5,2,5,2,3,3,3,4,5,1,1,Not Decided
3,5,2,1,3,1,1,1,3,3,4,4,4,1,5,3,4,5,4,4,Not Decided
5,4,1,1,1,2,4,2,3,5,3,2,1,4,4,1,4,5,5,5,Not Decided
3,1,5,2,5,3,2,1,1,5,2,2,5,5,4,4,5,3,4,5,Not Decided
2,4,3,1,2,3,3,3,2,3,1,4,2,3,5,4,2,5,5,3,Not Decided
2,3,1,5,1,3,4,5,4,2,5,1,4,2,5,2,1,5,2,3,Not Decided
5,5,5,5,3,1,3,3,2,4,4,2,3,2,5,2,2,5,4,5,Less likely to leave
1,2,2,4,3,5,3,1,5,1,1,1,5,5,4,2,3,3,1,5,Not Decided
5,1,2,3,4,2,5,1,3,1,5,1,3,1,3,1,1,3,1,2,Likely to leave
4,2,4,2,4,1,3,3,5,4,5,5,4,3,4,1,5,5,4,5,Less likely to leave
3,5,4,3,3,5,4,5,1,1,3,5,1,2,1,5,5,1,5,5,Not Decided
2,3,5,4,3,3,4,1,2,5,1,4,2,2,2,4,1,5,2,2,Not Decided
1,2,2,4,3,1,1,1,4,4,5,4,1,5,3,2,2,5,3,2,Not Decided
5,4,1,3,2,1,5,2,1,4,3,5,2,4,3,3,4,2,3,5,Not Decided
1,5,3,1,4,1,1,1,3,2,3,2,4,4,4,4,4,5,3,2,Not Decided
4,5,5,5,3,4,5,5,4,3,5,2,1,1,1,3,5,1,1,4,Not Decided
5,5,4,5,2,3,4,1,5,2,2,3,2,5,5,2,5,5,1,4,Less likely to leave
5,5,3,4,4,4,2,1,1,3,4,4,5,2,2,3,1,4,3,2,Not Decided
2,2,4,4,4,5,1,2,2,5,2,2,4,4,1,2,3,2,2,1,Not Decided
3,2,3,4,4,3,2,3,3,4,3,5,5,4,2,2,4,2,1,5,Not Decided
1,1,1,4,1,3,2,4,3,3,5,5,3,5,2,2,5,1,3,2,Not Decided
5,5,2,2,1,5,5,4,1,2,2,3,2,5,2,5,5,1,2,1,Not Decided
5,2,2,1,1,5,5,2,2,4,4,3,5,3,3,1,1,4,3,4,Not Decided
5,2,1,5,5,1,1,3,4,5,3,3,5,5,2,4,5,1,2,4,Not Decided
1,1,4,2,1,3,4,4,5,2,3,3,5,1,1,3,2,1,4,5,Not Decided
2,1,3,5,1,3,1,5,4,4,3,4,5,3,1,2,1,5,3,1,Not Decided
3,4,2,5,1,2,5,5,4,3,3,2,4,5,4,4,2,3,4,4,Not Decided
4,1,4,4,5,1,4,4,2,2,1,5,1,1,2,2,5,4,5,4,Not Decided
3,2,3,3,2,3,1,4,5,2,1,5,5,5,3,3,3,3,1,3,Not Decided
2,5,1,3,5,1,5,1,4,1,3,5,5,5,2,2,3,4,2,1,Not Decided
3,4,1,5,2,1,4,3,1,3,5,4,4,2,4,1,1,1,5,4,Not Decided
4,1,2,2,4,4,3,4,1,5,4,4,1,3,4,2,2,2,5,5,Not Decided
4,4,4,5,4,1,3,2,2,1,4,5,4,4,2,2,5,2,4,1,Not Decided
5,1,4,5,1,5,4,5,4,5,5,2,4,3,5,1,2,2,5,3,Less likely to leave
2,4,5,5,3,4,4,3,1,4,1,1,5,5,2,5,4,4,1,4,Not Decided
5,5,5,3,4,2,4,4,3,4,1,5,5,3,5,1,3,2,5,4,Less likely to leave
1,1,5,2,4,2,2,5,4,5,5,1,5,3,4,1,4,1,3,5,Not Decided
1,1,1,3,4,3,1,1,5,3,3,2,4,2,2,4,5,5,4,4,Not Decided
3,3,3,3,1,1,5,1,1,3,3,4,3,4,4,1,3,1,3,1,Not Decided
1,1,5,1,2,2,2,4,1,2,4,2,3,5,1,5,5,3,3,3,Not Decided
4,2,1,3,1,1,1,3,3,2,3,3,1,2,5,3,3,5,1,2,Likely to leave
1,4,3,4,3,4,5,3,3,4,2,4,3,3,2,1,2,1,3,5,Not Decided
5,4,2,2,5,1,2,1,1,1,1,4,4,5,4,2,4,2,2,1,Not Decided
5,1,1,4,4,2,4,4,3,2,2,3,2,5,5,3,4,5,3,5,Not Decided
1,3,2,5,2,3,5,2,4,4,1,3,2,1,3,4,2,5,4,5,Not Decided
5,2,2,5,1,5,5,2,3,4,2,1,4,2,2,3,1,1,2,3,Not Decided
2,5,5,3,2,3,2,2,5,4,1,1,3,1,5,4,2,2,5,1,Not Decided
2,1,5,2,3,4,1,1,1,1,5,5,5,5,2,5,2,3,5,3,Not Decided
5,3,4,3,2,1,3,1,4,4,2,2,3,5,4,1,5,4,3,4,Not Decided
2,1,1,2,5,2,1,3,5,4,3,5,1,1,3,5,4,4,2,3,Not Decided
5,3,4,5,1,1,5,3,3,1,1,4,5,3,4,3,1,5,2,5,Not Decided
2,4,2,2,4,5,4,1,1,2,4,4,4,5,3,3,3,5,4,3,Not Decided
4,2,3,2,5,1,5,5,5,3,2,3,1,5,4,1,2,1,3,4,Not Decided
3,5,5,1,5,5,2,2,3,3,2,1,2,3,4,5,4,4,5,2,Not Decided
1,4,1,3,4,3,2,4,3,3,2,1,1,4,2,4,1,2,5,2,Not Decided
2,5,3,3,3,1,2,5,1,5,1,1,1,5,4,1,3,2,4,4,Not Decided
5,4,5,5,3,1,4,1,1,1,5,1,4,5,4,5,2,2,2,2,Not Decided
5,1,3,3,2,1,4,1,4,3,1,1,3,1,4,1,4,2,1,4,Likely to leave
3,2,1,4,1,4,1,2,2,1,1,5,1,1,2,1,3,1,5,4,Likely to leave
2,3,4,3,2,5,2,3,3,2,1,2,5,2,4,1,4,2,1,4,Not Decided
4,1,1,3,1,2,5,3,1,5,3,2,5,1,1,2,3,5,2,3,Not Decided
4,4,3,1,1,4,1,1,3,3,1,3,5,4,5,5,1,1,5,5,Not Decided
2,2,4,5,3,2,1,5,3,3,3,1,2,3,2,4,1,2,2,3,Not Decided
3,1,2,5,3,3,4,1,2,2,2,3,1,2,5,4,4,2,3,4,Not Decided
4,4,4,2,1,1,3,5,1,5,1,1,3,4,3,1,4,4,4,5,Not Decided
1,2,3,5,3,2,4,2,3,2,1,2,1,2,1,1,2,5,4,4,Likely to leave
4,1,4,1,5,2,2,1,1,5,4,5,2,2,4,2,1,2,3,4,Not Decided
4,4,3,5,1,4,2,1,2,1,1,2,2,1,4,2,3,3,1,5,Not Decided
1,1,4,4,5,5,5,5,5,1,1,3,3,2,1,5,2,4,1,3,Not Decided
1,1,1,1,4,3,1,4,2,1,4,5,2,3,1,1,4,3,5,2,Likely to leave
3,1,4,5,4,2,3,4,4,1,4,5,3,2,4,5,2,5,4,4,Not Decided
3,1,5,1,1,2,2,5,1,3,1,2,1,4,4,3,5,1,4,5,Not Decided
4,5,5,4,2,5,1,4,2,4,3,1,3,5,5,3,3,5,2,1,Not Decided
4,3,1,4,4,3,2,2,1,1,5,2,1,5,4,1,5,2,4,1,Not Decided
2,4,3,2,3,1,5,1,2,3,3,4,1,1,2,3,2,2,3,2,Likely to leave
3,2,5,2,2,5,1,3,4,5,1,2,1,5,2,1,4,3,3,5,Not Decided
2,2,3,1,2,4,4,2,2,3,5,3,5,4,5,3,2,5,3,4,Not Decided
5,4,4,1,5,3,5,5,4,4,4,4,3,2,1,4,4,1,4,2,Not Decided
5,1,3,1,2,3,5,4,1,3,1,5,1,3,2,3,1,5,4,4,Not Decided
5,1,5,1,3,2,1,4,4,2,1,2,3,2,3,4,3,1,1,1,Likely to leave
1,5,3,1,2,2,5,3,3,3,5,3,3,1,3,1,1,3,2,4,Not Decided
2,3,3,2,3,1,5,3,3,2,1,2,2,3,1,3,3,3,3,5,Not Decided
4,1,5,4,4,4,5,1,2,4,2,2,3,2,3,1,1,3,1,4,Not Decided
1,3,4,2,2,2,3,2,1,2,5,5,2,2,5,2,4,5,3,5,Not Decided
1,4,3,2,1,1,4,3,1,3,3,1,3,4,1,4,4,3,3,1,Likely to leave
2,1,4,3,4,5,5,4,2,2,1,1,1,3,2,4,5,2,2,2,Not Decided
1,3,4,1,3,2,3,1,2,1,4,2,3,1,5,3,3,2,3,1,Likely to leave
5,4,5,1,2,1,3,2,4,4,1,3,4,5,2,5,4,4,1,1,Not Decided
2,1,3,2,3,1,2,4,5,4,3,4,4,5,5,4,5,4,2,4,Not Decided
1,5,5,3,3,1,5,5,3,3,4,5,5,4,5,1,3,3,3,2,Not Decided
1,1,4,2,5,1,2,2,1,4,2,3,2,5,1,5,4,3,1,2,Not Decided
3,2,4,1,4,4,4,4,2,5,2,3,4,3,2,4,2,4,2,1,Not Decided
5,5,4,1,3,1,4,1,3,4,5,1,5,5,2,3,1,5,5,3,Not Decided
5,5,5,5,2,2,4,1,3,4,2,2,2,4,2,4,2,5,5,1,Not Decided
2,1,4,1,2,4,4,5,4,4,1,4,3,5,5,4,1,5,5,3,Not Decided
4,5,5,5,5,1,2,3,1,3,5,3,4,4,2,2,3,1,1,5,Not Decided
1,2,1,5,4,1,1,2,3,4,3,5,5,3,2,2,2,4,5,5,Not Decided
5,4,5,3,1,4,1,3,2,2,2,4,2,4,4,1,2,5,2,2,Not Decided
2,5,5,4,5,4,1,4,2,3,3,2,4,2,5,4,2,5,5,4,Less likely to leave
1,1,5,1,5,1,5,5,5,5,3,1,5,2,4,2,2,3,1,3,Not Decided
1,5,3,4,1,3,4,2,5,5,2,3,2,4,1,3,1,2,5,1,Not Decided
1,5,1,1,5,5,2,2,1,3,2,2,3,3,5,2,4,4,1,2,Not Decided
4,2,2,4,2,3,1,5,4,5,1,3,3,3,3,4,4,2,2,1,Not Decided
4,5,4,3,4,4,5,5,5,5,5,5,5,5,5,5,5,5,4,4,Wont Leave
2,2,3,2,3,2,3,2,4,1,2,3,2,2,2,2,2,2,2,2,Will Leave
4,1,5,4,4,4,5,1,2,4,2,2,3,2,3,1,1,3,1,4,Not Decided
1,3,4,2,2,2,3,2,1,2,5,5,2,2,5,2,4,5,3,5,Not Decided
1,4,3,2,1,1,4,3,1,3,3,1,3,4,1,4,4,3,3,1,Likely to leave
2,1,4,3,4,5,5,4,2,2,1,1,1,3,2,4,5,2,2,2,Not Decided
1,3,4,1,3,2,3,1,2,1,4,2,3,1,5,3,3,2,3,1,Likely to leave
5,4,5,1,2,1,3,2,4,4,1,3,4,5,2,5,4,4,1,1,Not Decided
2,1,3,2,3,1,2,4,5,4,3,4,4,5,5,4,5,4,2,4,Not Decided
1,5,5,3,3,1,5,5,3,3,4,5,5,4,5,1,3,3,3,2,Not Decided
1,1,4,2,5,1,2,2,1,4,2,3,2,5,1,5,4,3,1,2,Not Decided
3,2,4,1,4,4,4,4,2,5,2,3,4,3,2,4,2,4,2,1,Not Decided
5,5,4,1,3,1,4,1,3,4,5,1,5,5,2,3,1,5,5,3,Not Decided
5,5,5,5,2,2,4,1,3,4,2,2,2,4,2,4,2,5,5,1,Not Decided
2,1,4,1,2,4,4,5,4,4,1,4,3,5,5,4,1,5,5,3,Not Decided
4,5,5,5,5,1,2,3,1,3,5,3,4,4,2,2,3,1,1,5,Not Decided
1,2,1,5,4,1,1,2,3,4,3,5,5,3,2,2,2,4,5,5,Not Decided
5,4,5,3,1,4,1,3,2,2,2,4,2,4,4,1,2,5,2,2,Not Decided
2,5,5,4,5,4,1,4,2,3,3,2,4,2,5,4,2,5,5,4,Less likely to leave
1,1,5,1,5,1,5,5,5,5,3,1,5,2,4,2,2,3,1,3,Not Decided
1,5,3,4,1,3,4,2,5,5,2,3,2,4,1,3,1,2,5,1,Not Decided
1,5,1,1,5,5,2,2,1,3,2,2,3,3,5,2,4,4,1,2,Not Decided
4,2,2,4,2,3,1,5,4,5,1,3,3,3,3,4,4,2,2,1,Not Decided
4,5,4,3,4,4,5,5,5,5,5,5,5,5,5,5,5,5,4,4,Wont Leave
2,2,3,2,3,2,3,2,4,1,2,3,2,2,2,2,2,2,2,2,Will Leave
4,2,2,4,2,3,1,5,4,5,1,3,3,3,3,4,4,2,2,1,Not Decided
4,5,4,3,4,4,5,5,5,5,5,5,5,5,5,5,5,5,4,4,Wont Leave
2,2,3,2,3,2,3,2,4,1,2,3,2,2,2,2,2,2,2,2,Will Leave
